video_id,has_more,cursor,count,comments_list_create_time,comments_list_user_region,comments_list_user_signature,comments_list_user_unique_id,comments_list_user_language,comments_list_user_nickname,comments_list_comment_language,comments_list_text,comments_list_digg_count,comments_list_is_author_digged,comments_list_author_pin,comments_list_share_info_desc,comments_list_share_info_title,comments_list_reply_comment_total
,,,,1678728676.0,CA,,zero_1ne,en,artist_pov,en,i go to there some day,6.0,False,False,artist_pov's comment: i go to there some day,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,1.0
,,,,1678468908.0,SA,,hn254,ar,Ha n,ar,ممكن تعطونا احداثيات الاماكن,109.0,False,False,Ha n's comment: ممكن تعطونا احداثيات الاماكن,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,47.0
,,,,1678485238.0,NL,Live and let live 🇳🇱/🇪🇸,carmenjanssen7,nl,Carmen Janssen,nl,@sofijeasllani1 😳 toch wil ik daar ook met je naartoe,10.0,False,False,Carmen Janssen's comment: @sofijeasllani1 😳 toch wil ik daar ook met je naartoe,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,0.0
,,,,1678574488.0,GB,Trust Nobody Online,endeva76,en,endevas,en,Stunning,21.0,False,False,endevas's comment: Stunning,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,0.0
,,,,1681721237.0,VN,"Cho đi là sẽ nhận lại🌹
cám ơn mn đã fl mình nha❤️",thuhuyen281117,vi,thuhuyen1807,,🥰,0.0,False,False,thuhuyen1807's comment: 🥰,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,0.0
,,,,1678504304.0,SA,البرنامج الاصفر🤚🏻  HSN_MLM19 اللهم صلي وسلم على سيدنا محمد 🤍🕊.,hsn_633,ar,HASAN👏🏽🤍,ar,الجنه كيف 🤍.,7.0,False,False,HASAN👏🏽🤍's comment: الجنه كيف 🤍.,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,0.0
,,,,1681745260.0,VN,,nguyenquan2502,vi,💴 Nguyễn Quân💴,vi,Helo…,3.0,False,False,💴 Nguyễn Quân💴's comment: Helo…,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,0.0
,,,,1678628531.0,US,"Follow me share more
interesting things with you
👇
🌻https:// xcxa.wed2c. com💞",xcx43945iqf,zh,Sounds of nature,en,beautiful🥰🥰🥰,8.0,False,False,Sounds of nature's comment: beautiful🥰🥰🥰,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,1.0
,,,,1678577604.0,IE,,andi_passion,ro,andi_passion,en,Wonderful 🥰🥰🥰,9.0,False,False,andi_passion's comment: Wonderful 🥰🥰🥰,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,1.0
,,,,1678793033.0,CH,"Aboniert bitte meinen YouTube Kanal:
 Weyfrex3000.Danke im voraus

Danke für 1k",weyfrex3000yt,de,Tryharder,en,Where is this? 😁,10.0,False,False,Tryharder's comment: Where is this? 😁,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,0.0
,,,,1678483586.0,DZ,,ay._.oub1,en,.,ar,تخيل الجنة ياخي لو ذي الارض الجنة كيف راح تعيش للأبد علا مناضر ذي,2393.0,False,False,.'s comment: تخيل الجنة ياخي لو ذي الارض الجنة كيف راح تعيش للأبد علا مناضر ذي,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,84.0
,,,,1681755914.0,ID,follow goblok,sotopaancie,id,jihan,id,MasyaAllah,0.0,False,False,jihan's comment: MasyaAllah,Spring Vibes in Switzerland🇨🇭🌱 #switzerland #swissaround #landscape #nature #swiss ,0.0
